Stock;Price;Change;Percent Change;Closing Price;Sector;Industry;Employees;Founded;Website;1-day range;52-week range;Market cap;Market cap clear;P/E ratio;Next earnings date;Dividend yield;Ex-dividend date;Dividend pay date;Number of analysts;Buy Recommendation;Hold Recommendation;Sell Recommendation;Smart Score;Score;High Forecast;High Forecast Percent;Median Forecast;Median Forecast Percent;Low Forecast;Low Forecast Percent;Total revenue Value;Total revenue Change;Net income Value;Net income Change;Earnings per share Value;Earnings per share Change;Net profit margin Value;Net profit margin Change;Free cash flow Value;Free cash flow Change;Debt-to-equity ratio Value;Debt-to-equity ratio Change;Date of record;Time of record;Page Load Time (s);Dynamic Element Load Time (s);Fear & Greed Index;;;;;;;;;;;;;;
PLTR;69.99;- 5.93;-7.81;68.46;Technology Services;Packaged Software;3735;2003;www.palantir.com;"69.75
75.39";"15.66
84.80";159.44B;159440000000.0;354.38;Feb 11, 2025;;;;23;0.13;0.52;0.35;4;-3.102477496785255;75.0;7.158165452207466;39.0;-44.27775396485212;11.0;-84.28346906700958;725.52M;29.98%;143.53M;100.72%;0.06;89.61%;19.78%;54.42%;415.79M;215.28%;0.06;23.49%;2025-01-08;10:53:38 UTC;1.66;0.01;;;;;;;;;;;;;;;
GE;172.31;- 0.14;-0.08;172.50;Producer Manufacturing;Industrial Machinery;125000;1878;www.geaerospace.com;"170.78
173.70";"99.06
194.80";186.49B;186490000000.0;30.39;Jan 22, 2025;0.25;2024-12-26;2025-01-26;19;1.0;0.0;0.0;7;2.5124937612442686;235.0;36.3821020254193;212.0;23.03406650803784;190.0;10.266380360977307;9.84B;43.31%;1.71B;874.29%;1.69;625.16%;17.32%;1,618.51%;1.24B;12.60%;1.12;40.33%;2025-01-08;10:53:38 UTC;2.14;0.01;;;;;;;;;;;;;;;
INTU;615.43;- 9.73;-1.56;616.78;Technology Services;Packaged Software;18800;1983;www.intuit.com;"611.92
626.65";"557.29
714.78";172.27B;172270000000.0;59.87;Feb 19, 2025;0.56;2025-01-09;2025-01-16;34;0.74;0.26;0.0;8;1.9893905074500764;800.0;29.99041320702599;750.0;21.86601238158687;581.0;-5.594462408397373;3.28B;51.27%;197.00M;91.75%;0.70;18.26%;6.00%;25.85%;329.00M;91.54%;0.37;1.30%;2025-01-08;10:53:38 UTC;2.09;0.01;;;;;;;;;;;;;;;
GS;580.12;- 3.27;-0.56;583.10;Finance;Investment Banks/Brokers;45300;1869;www.goldmansachs.com;"568.40
588.28";"372.07
612.73";182.10B;182100000000.0;17.02;Jan 14, 2025;2.72;2024-12-01;2024-12-29;25;0.6;0.36;0.04;6;0.9363704061228707;736.0;26.87030269599393;600.0;3.4268771978211396;491.0;-15.362338826449701;31.25B;8.11%;2.99B;45.29%;8.40;53.57%;9.57%;34.39%;30.35B;14.89%;6.14;10.10%;2025-01-08;10:53:38 UTC;1.83;0.01;;;;;;;;;;;;;;;
CAT;363.0;- 1.20;-0.33;364.00;Producer Manufacturing;Trucks/Construction/Farm Machinery;113200;1925;www.caterpillar.com;"361.09
366.09";"276.94
418.50";175.26B;175260000000.0;16.83;Jan 28, 2025;1.72;2025-01-20;2025-02-19;27;0.41;0.37;0.22;6;0.29198347107437994;515.0;41.8732782369146;377.0;3.8567493112947657;250.0;-31.129476584022036;16.11B;4.19%;2.46B;11.81%;5.06;7.12%;15.30%;7.96%;2.85B;13.21%;1.95;7.80%;2025-01-08;10:53:38 UTC;1.96;0.01;;;;;;;;;;;;;;;
TXN;192.21;+ 0.03;0.02;191.63;Electronic Technology;Semiconductors;34000;1930;www.ti.com;"191.09
195.01";"155.46
220.38";175.34B;175340000000.0;35.71;Jan 22, 2025;2.94;2024-10-30;2024-11-11;38;0.32;0.55;0.13;3;0.8654050257530823;298.0;55.03875968992248;209.5;8.995369647781068;140.0;-27.162998803392124;4.15B;8.41%;1.35B;20.29%;1.47;20.60%;32.64%;12.98%;416.00M;5.88%;0.84;25.08%;2025-01-08;10:53:38 UTC;2.63;0.01;;;;;;;;;;;;;;;
QCOM;160.52;+ 0.67;0.42;161.50;Electronic Technology;Semiconductors;49000;1985;www.qualcomm.com;"159.25
163.45";"135.85
230.63";178.34B;178340000000.0;17.88;Jan 28, 2025;1.94;2024-12-04;2024-12-18;40;0.53;0.45;0.03;8;2.3707699975080985;255.0;58.858709195115864;200.0;24.595066035384992;160.0;-0.3239471716920074;10.24B;9.11%;2.92B;28.13%;2.59;n/a;28.46%;50.77%;2.39B;29.05%;0.59;21.07%;2025-01-08;10:53:38 UTC;2.16;0.01;;;;;;;;;;;;;;;
VZ;38.92;- 0.69;-1.74;39.09;Communications;Wireless Telecommunications;105400;1983;www.verizon.com;"38.83
39.98";"37.56
45.36";163.84B;163840000000.0;16.78;Jan 23, 2025;6.99;2025-01-09;2025-02-02;28;0.43;0.54;0.04;7;1.9482014388489204;56.0;43.88489208633093;47.0;20.760534429599172;40.79;4.804727646454259;33.33B;0.02%;3.31B;30.58%;0.78;30.72%;9.92%;30.56%;5.96B;10.79%;1.81;2.73%;2025-01-08;10:53:38 UTC;2.44;0.01;;;;;;;;;;;;;;;
BKNG;4796.1;- 113.69;-2.32;4,793.02;Consumer Services;Other Consumer Services;23600;1997;www.bookingholdings.com;"4,788.00
4,889.36";"3,180.00
5,337.24";158.74B;158740000000.0;32.54;Feb 19, 2025;;2024-12-05;2024-12-30;40;0.65;0.3;0.05;6;1.5341506640812324;6000.0;25.101645086632878;5230.0;9.04693396718166;4320.0;-9.926815537624327;7.99B;8.90%;2.52B;0.24%;74.33;6.52%;31.49%;7.95%;2.30B;76.48%;n/a;n/a;2025-01-08;10:53:38 UTC;2.17;0.01;;;;;;;;;;;;;;;
DHR;239.1;+ 0.90;0.38;238.79;Health Technology;Medical Specialties;63000;1984;www.danaher.com;"238.00
243.15";"222.53
281.70";172.69B;172690000000.0;45.61;Jan 28, 2025;0.45;2024-12-26;2025-01-30;30;0.8;0.2;0.0;9;2.300878293601004;315.0;31.744040150564622;285.0;19.196988707653702;255.0;6.649937264742787;5.80B;15.64%;818.00M;27.55%;1.12;25.91%;14.11%;14.11%;1.22B;7.04%;0.37;16.97%;2025-01-08;10:53:38 UTC;2.09;0.01;;;;;;;;;;;;;;;
T;22.2;- 0.40;-1.77;22.25;Communications;Wireless Telecommunications;149900;1983;www.att.com;"22.16
22.64";"15.94
24.03";159.29B;159290000000.0;18.05;Jan 26, 2025;6.62;2025-01-09;2025-02-02;30;0.53;0.4;0.07;7;0.6681081081081084;32.5;46.3963963963964;26.5;19.369369369369373;13.0;-41.44144144144144;30.21B;0.45%;- 174.00M;104.98%;- 0.03;106.55%;- 0.58%;105.00%;4.93B;13.29%;1.43;6.90%;2025-01-08;10:53:38 UTC;2.01;0.01;;;;;;;;;;;;;;;
BLK;980.76;- 31.98;-3.16;991.00;Finance;Investment Managers;19800;1988;www.blackrock.com/corporate;"978.25
1,012.00";"745.55
1,082.45";151.90B;151900000000.0;24.2;Jan 14, 2025;2.46;2024-12-04;2024-12-22;20;0.8;0.2;0.0;9;1.5930013458950203;1245.0;26.942371222317384;1141.5;16.38933072311269;914.0;-6.806966026346914;5.49B;20.13%;1.63B;1.68%;10.90;2.29%;29.71%;15.36%;1.31B;10.84%;0.34;37.63%;2025-01-08;10:53:38 UTC;2.18;0.01;;;;;;;;;;;;;;;
RTX;114.8;+ 0.70;0.61;115.39;Electronic Technology;Aerospace & Defense;185000;1922;www.rtx.com;"113.92
115.28";"84.43
128.70";152.80B;152800000000.0;32.79;Jan 27, 2025;2.76;2024-11-14;2024-12-11;27;0.48;0.52;0.0;10;1.6750522648083623;157.0;36.7595818815331;134.0;16.724738675958193;113.0;-1.5679442508710777;20.09B;49.21%;1.47B;249.59%;1.09;260.91%;7.33%;200.26%;1.97B;28.38%;0.72;35.44%;2025-01-08;10:53:38 UTC;2.23;0.01;;;;;;;;;;;;;;;
SPGI;491.35;- 2.84;-0.57;491.50;Commercial Services;Financial Publishing/Services;40450;1917;www.spglobal.com;"488.47
497.01";"407.69
533.29";152.47B;152470000000.0;43.35;Feb 5, 2025;0.82;2024-11-25;2024-12-10;27;0.85;0.11;0.04;8;2.167950544418439;620.0;26.182965299684536;585.0;19.059733387605572;520.0;5.830874122316064;3.58B;15.92%;971.00M;30.86%;3.12;33.60%;27.16%;12.89%;1.41B;44.32%;0.35;3.57%;2025-01-08;10:53:38 UTC;2.07;0.01;;;;;;;;;;;;;;;
PFE;27.13;+ 0.24;0.89;27.12;Health Technology;Pharmaceuticals: Major;88000;1849;www.pfizer.com;"26.94
27.57";"24.48
31.54";153.75B;153750000000.0;36.47;Feb 3, 2025;5.73;2025-01-23;2025-03-06;26;0.46;0.5;0.04;5;1.6484408403980837;45.0;65.86804275709547;31.0;14.264651677110216;25.0;-7.851087357169181;17.70B;33.78%;4.47B;286.84%;0.78;284.91%;25.27%;239.66%;6.06B;129.14%;0.73;11.82%;2025-01-08;10:53:38 UTC;2.33;0.01;;;;;;;;;;;;;;;
HON;220.63;- 1.11;-0.5;221.96;Electronic Technology;Aerospace & Defense;95000;1906;www.honeywell.com;"219.91
223.08";"189.66
242.77";143.46B;143460000000.0;25.48;Jan 29, 2025;1.99;2024-11-14;2024-12-05;28;0.43;0.54;0.04;5;1.3543874359787882;298.0;35.06776050401124;242.5;9.912523228935324;210.0;-4.8180211213343584;9.73B;5.66%;1.41B;6.67%;2.16;4.83%;14.53%;11.67%;1.72B;10.13%;1.84;48.60%;2025-01-08;10:53:38 UTC;3.03;0.01;;;;;;;;;;;;;;;
NEE;70.43;- 0.81;-1.14;70.48;Utilities;Electric Utilities;16800;1925;www.nexteraenergy.com;"70.06
71.90";"53.95
86.10";144.83B;144830000000.0;20.84;Jan 23, 2025;3.08;2024-11-21;2024-12-15;25;0.64;0.32;0.04;10;1.6171091864262377;102.0;44.82464858724974;91.5;29.91622887973874;58.0;-17.64872923470113;6.60B;10.90%;1.85B;51.93%;0.90;50.06%;28.08%;70.52%;2.21B;119.05%;1.65;6.21%;2025-01-08;10:53:38 UTC;2.46;0.01;;;;;;;;;;;;;;;
CMCSA;37.18;- 0.31;-0.83;37.02;Consumer Services;Cable/Satellite TV;186000;1963;corporate.comcast.com;"37.01
37.77";"36.43
47.11";142.27B;142270000000.0;10.02;Jan 29, 2025;2.65;2025-01-07;2025-01-28;33;0.58;0.39;0.03;9;2.3374878967186663;58.0;55.99784830554061;48.0;29.101667563206025;37.0;-0.4841312533620219;32.07B;6.49%;3.63B;10.31%;0.94;4.28%;11.32%;15.77%;4.11B;15.42%;1.18;4.74%;2025-01-08;10:53:38 UTC;2.39;0.01;;;;;;;;;;;;;;;
ANET;115.29;- 3.69;-3.1;115.88;Electronic Technology;Computer Peripherals;4023;2004;www.arista.com;"114.62
120.28";"57.44
120.28";145.24B;145240000000.0;55.35;Feb 12, 2025;;;;28;0.79;0.14;0.07;10;-0.9446508803885856;125.0;8.422239569780547;113.88;-1.2230028623471338;27.5;-76.14710729464828;1.81B;19.97%;747.94M;37.15%;0.58;35.95%;41.30%;14.32%;1.17B;69.74%;n/a;100.00%;2025-01-08;10:53:38 UTC;2.31;0.01;;;;;;;;;;;;;;;
AMGN;262.06;+ 3.47;1.34;262.66;Health Technology;Biotechnology;26700;1980;www.amgen.com;"259.35
265.21";"253.30
346.85";140.87B;140870000000.0;33.55;Feb 3, 2025;2.96;2025-02-13;2025-03-06;34;0.44;0.47;0.09;7;1.3491635503319848;405.0;54.54476074181485;333.0;27.070136609936657;195.0;-25.589559642829883;8.46B;23.11%;2.83B;63.58%;5.22;62.38%;33.46%;32.87%;3.31B;31.93%;8.02;1.60%;2025-01-08;10:53:38 UTC;2.01;0.01;;;;;;;;;;;;;;;
PGR;242.28;+ 2.69;1.12;239.68;Finance;Multi-Line Insurance;61432;1937;www.progressive.com;"238.94
243.34";"161.56
270.62";141.93B;141930000000.0;17.6;Apr 9, 2025;0.72;2025-01-09;2025-01-15;22;0.73;0.27;0.0;10;1.8812431896978699;339.0;39.92075284794453;288.0;18.87072808320951;237.0;-2.1792966815255084;19.71B;26.74%;2.33B;108.10%;3.97;110.01%;11.84%;64.20%;4.55B;34.60%;0.25;37.73%;2025-01-08;10:53:38 UTC;1.83;0.01;;;;;;;;;;;;;;;
LOW;246.57;- 3.17;-1.27;246.57;Retail Trade;Home Improvement Chains;284000;1946;www.lowes.com;"246.13
251.66";"209.55
287.01";139.22B;139220000000.0;20.57;Feb 25, 2025;1.98;2025-01-21;2025-02-04;39;0.51;0.38;0.1;6;1.512748103986698;316.0;28.15833231942248;297.5;20.655391977937303;216.0;-12.398101958875774;20.17B;1.47%;1.69B;4.41%;2.99;2.55%;8.38%;2.98%;728.00M;50.10%;n/a;n/a;2025-01-08;10:53:38 UTC;2.78;0.01;;;;;;;;;;;;;;;
SYK;355.18;- 6.18;-1.71;357.44;Health Technology;Medical Specialties;52000;1941;www.stryker.com;"351.85
362.47";"294.34
398.20";135.40B;135400000000.0;38.08;Jan 27, 2025;1.02;2024-12-30;2025-01-30;33;0.7;0.27;0.03;6;2.0251968016217123;450.0;26.69632299115941;409.0;15.152880229742664;370.0;4.172532237175515;5.49B;11.92%;834.00M;20.52%;2.16;20.02%;15.18%;7.69%;1.30B;44.57%;0.79;7.85%;2025-01-08;10:53:38 UTC;2.07;0.01;;;;;;;;;;;;;;;
UNP;230.54;+ 0.53;0.23;232.00;Transportation;Railroads;31490;1969;www.up.com;"229.77
232.53";"218.55
258.66";139.77B;139770000000.0;21.18;Jan 22, 2025;2.12;2024-12-08;2024-12-29;31;0.55;0.45;0.0;10;2.4529010150082415;508.0;120.35221653509154;263.0;14.079986119545417;215.0;-6.740695757786064;6.09B;2.52%;1.67B;9.36%;2.75;9.57%;27.43%;6.67%;1.82B;58.12%;1.97;19.93%;2025-01-08;10:53:38 UTC;2.07;0.01;;;;;;;;;;;;;;;
TJX;120.14;- 0.74;-0.61;120.17;Retail Trade;Apparel/Footwear Retail;349000;1962;www.tjx.com;"120.03
121.77";"91.56
128.00";135.06B;135060000000.0;28.28;Feb 25, 2025;1.36;2025-02-12;2025-03-05;24;0.75;0.17;0.08;7;1.1346845347095056;148.0;23.189612119194273;135.5;12.785084068586649;100.0;-16.763775595139006;14.06B;6.02%;1.30B;8.90%;1.14;10.52%;9.22%;2.72%;624.00M;12.24%;1.56;15.09%;2025-01-08;10:53:38 UTC;2.05;0.01;;;;;;;;;;;;;;;
KKR;146.62;- 4.12;-2.73;147.69;Finance;Investment Managers;4490;1976;www.kkr.com;"143.91
151.60";"79.53
163.68";130.23B;130229999999.99998;45.36;Feb 10, 2025;0.78;2024-11-03;2024-11-18;21;0.81;0.14;0.05;7;1.7821006683944889;214.0;45.955531305415356;162.5;10.830718865093436;143.0;-2.4689673987177767;6.14B;99.95%;600.55M;59.70%;0.64;61.11%;9.79%;79.84%;1.29B;29.22%;2.11;8.68%;2025-01-08;10:53:38 UTC;2.72;0.01;;;;;;;;;;;;;;;
SCHW;72.26;- 2.22;-2.98;72.45;Finance;Investment Banks/Brokers;33000;1986;www.schwab.com;"71.45
75.03";"59.67
83.35";132.28B;132280000000.0;28.24;Jan 20, 2025;1.45;2024-11-07;2024-11-21;24;0.63;0.25;0.13;8;1.3182230833102682;95.0;31.469692776086344;84.0;16.246886244118453;65.0;-10.047052311098817;6.55B;2.44%;1.41B;25.16%;0.71;27.25%;21.49%;22.18%;20.52B;271.58%;1.46;34.79%;2025-01-08;10:53:38 UTC;2.46;0.01;;;;;;;;;;;;;;;
ETN;343.91;- 4.65;-1.33;346.50;Producer Manufacturing;Electrical Products;94000;2012;www.eaton.com;"341.14
349.48";"233.73
379.99";135.91B;135910000000.0;36.57;Jan 29, 2025;1.43;2024-11-03;2024-11-21;28;0.68;0.29;0.04;10;1.6726236515367385;440.0;27.940449536215862;378.5;10.057863976040235;343.0;-0.26460411154081737;6.34B;7.91%;1.01B;13.36%;2.53;14.01%;15.92%;5.05%;1.13B;23.33%;0.53;0.56%;2025-01-08;10:53:38 UTC;2.5;0.01;;;;;;;;;;;;;;;
AMAT;177.82;+ 0.34;0.19;178.78;Producer Manufacturing;Industrial Machinery;35700;1967;www.appliedmaterials.com;"176.40
181.84";"148.05
255.89";144.69B;144690000000.0;20.66;Feb 12, 2025;0.81;2025-02-19;2025-03-12;38;0.68;0.29;0.03;9;2.158397255651783;285.0;60.27443482172985;225.0;26.53244854347093;155.0;-12.833202114497805;7.04B;6.15%;1.73B;0.52%;2.09;n/a;24.57%;17.77%;2.17B;91.01%;0.35;5.27%;2025-01-08;10:53:38 UTC;2.74;0.01;;;;;;;;;;;;;;;
BA;172.51;+ 1.73;1.01;173.01;Electronic Technology;Aerospace & Defense;171000;1916;www.boeing.com;"170.80
175.02";"137.03
250.19";129.07B;129070000000.0;;Jan 28, 2025;;2020-02-12;2020-03-05;32;0.56;0.38;0.06;7;0.03247000173903014;209.0;21.152396962494933;190.0;10.138542693177213;85.0;-50.72749405831546;17.84B;1.46%;- 6.17B;277.14%;- 9.97;270.00%;- 34.59%;282.72%;- 1.96B;530.97%;n/a;n/a;2025-01-08;10:53:38 UTC;2.0;0.01;;;;;;;;;;;;;;;
BSX;91.99;+ 0.70;0.77;92.43;Health Technology;Medical Specialties;48000;1979;www.bostonscientific.com;"90.52
92.42";"57.77
92.42";135.58B;135580000000.00002;76.09;Feb 4, 2025;;;;36;0.83;0.17;0.0;10;1.7898086748559632;116.0;26.100663115556046;100.0;8.707468203065556;86.0;-6.511577345363621;4.21B;19.34%;469.00M;6.94%;0.32;7.91%;11.14%;22.02%;823.00M;62.01%;0.54;10.41%;2025-01-08;10:53:38 UTC;3.43;0.01;;;;;;;;;;;;;;;
C;73.68;+ 0.94;1.29;73.80;Finance;Major Banks;239000;1812;www.citigroup.com;"72.74
74.29";"50.51
74.29";139.35B;139350000000.0;21.28;Jan 14, 2025;4.04;2024-11-03;2024-11-21;21;0.81;0.19;0.0;10;1.5410749185667747;110.0;49.29424538545059;78.5;6.541802388707916;66.0;-10.42345276872965;43.50B;5.65%;3.18B;8.82%;1.51;7.36%;7.32%;13.70%;- 4.53B;34.09%;3.23;5.93%;2025-01-08;10:53:38 UTC;3.33;0.01;;;;;;;;;;;;;;;
UBER;66.15;- 0.16;-0.24;66.74;Transportation;Other Transportation;30400;2009;www.uber.com;"65.95
68.84";"54.84
87.00";139.29B;139290000000.0;32.38;Feb 4, 2025;;;;58;0.88;0.12;0.0;9;3.976507936507936;120.0;81.40589569160997;90.0;36.05442176870747;75.0;13.378684807256224;11.19B;20.40%;2.61B;1,081.90%;1.21;1,129.61%;23.35%;881.61%;2.11B;133.04%;0.90;24.50%;2025-01-08;10:53:38 UTC;2.09;0.01;;;;;;;;;;;;;;;
COP;101.67;+ 1.68;1.68;101.75;Energy Minerals;Oil & Gas Production;9900;1875;www.conocophillips.com;"99.91
102.49";"94.23
135.18";131.52B;131520000000.00002;12.07;Feb 5, 2025;3.37;2024-11-07;2024-12-01;28;0.86;0.14;0.0;10;3.082043867414183;165.0;62.2897609914429;134.5;32.290744565751936;115.0;13.111045539490506;12.99B;8.90%;2.05B;26.43%;1.76;24.11%;15.79%;19.24%;2.85B;1.83%;0.37;8.09%;2025-01-08;10:53:38 UTC;2.23;0.01;;;;;;;;;;;;;;;
PANW;175.51;- 3.99;-2.22;174.04;Technology Services;Packaged Software;15289;2005;www.paloaltonetworks.com;"173.18
178.17";"130.04
207.24";115.17B;115170000000.0;45.75;Feb 24, 2025;;;;52;0.77;0.19;0.04;8;7.976711868269615;464.4;164.60030767477636;425.0;142.15144436214462;276.0;57.25599680929862;2.14B;7.76%;350.70M;25.79%;0.49;78.17%;16.40%;58.58%;1.47B;198.17%;0.17;83.06%;2025-01-08;10:53:38 UTC;3.42;0.01;;;;;;;;;;;;;;;
ADP;288.4;+ 1.27;0.44;290.49;Technology Services;Packaged Software;64000;1949;www.adp.com;"287.25
290.00";"231.27
309.63";117.51B;117510000000.0;30.81;Jan 28, 2025;2.28;2024-12-12;2024-12-31;20;0.2;0.75;0.05;8;0.7150485436893209;325.0;12.690707350901533;305.0;5.755894590846056;281.0;-2.5658807212205192;4.83B;8.02%;956.30M;19.29%;2.34;12.39%;19.79%;3.90%;765.60M;46.78%;1.77;62.89%;2025-01-08;10:53:38 UTC;3.06;0.01;;;;;;;;;;;;;;;
DE;413.27;- 4.73;-1.13;413.63;Producer Manufacturing;Trucks/Construction/Farm Machinery;75800;1837;www.deere.com;"412.35
420.10";"340.20
469.39";112.23B;112230000000.0;16.13;Feb 13, 2025;1.44;2024-12-30;2025-02-09;25;0.44;0.44;0.12;9;1.3121237931618557;538.0;30.181237447673436;472.5;14.332034747259668;400.0;-3.210975875335733;11.14B;26.87%;1.25B;47.47%;4.55;n/a;11.17%;27.33%;3.50B;503.10%;2.87;1.95%;2025-01-08;10:53:38 UTC;2.59;0.01;;;;;;;;;;;;;;;
FI;203.82;- 1.81;-0.88;203.27;Finance;Regional Banks;42000;1984;www.fiserv.com;"203.46
207.33";"132.15
223.23";115.96B;115960000000.0;39.32;Feb 10, 2025;;;;39;0.79;0.18;0.03;6;2.1046158375036805;278.0;36.39485820822295;230.0;12.844666862918263;200.0;-1.8742027278971607;5.21B;7.02%;564.00M;40.76%;0.98;37.33%;10.81%;44.64%;1.86B;50.28%;0.92;15.54%;2025-01-08;10:53:38 UTC;3.29;0.01;;;;;;;;;;;;;;;
BMY;57.14;+ 0.46;0.81;56.90;Health Technology;Pharmaceuticals: Major;34100;1933;www.bms.com;"56.52
57.67";"39.35
61.08";115.89B;115890000000.0;;Feb 5, 2025;4.5;2025-01-02;2025-02-02;28;0.29;0.68;0.04;8;0.23527126356317807;73.0;27.75638781939097;60.0;5.005250262513124;39.0;-31.74658732936647;11.89B;8.44%;1.21B;37.19%;0.60;36.16%;10.18%;42.08%;5.27B;19.46%;3.00;121.43%;2025-01-08;10:53:38 UTC;3.64;0.01;;;;;;;;;;;;;;;
LMT;463.96;- 2.04;-0.44;465.02;Electronic Technology;Aerospace & Defense;122000;1912;www.lockheedmartin.com;"462.94
473.42";"413.92
618.95";109.97B;109970000000.0;16.79;Jan 27, 2025;2.68;2024-12-01;2024-12-26;26;0.42;0.54;0.04;9;1.8380981119061994;700.0;50.87507543753772;608.5;31.153547719631007;434.0;-6.45745322872661;17.10B;1.34%;1.62B;3.62%;6.80;1.06%;9.49%;4.90%;2.08B;17.57%;2.68;43.12%;2025-01-08;10:53:38 UTC;3.17;0.01;;;;;;;;;;;;;;;
GILD;90.63;- 0.60;-0.66;90.56;Health Technology;Biotechnology;18000;1987;www.gilead.com;"90.51
91.51";"62.07
98.90";112.95B;112950000000.0;1021.76;Feb 10, 2025;3.7;2024-12-12;2024-12-29;32;0.56;0.44;0.0;7;1.202427452278495;125.0;37.923424914487484;100.0;10.338739931589986;73.0;-19.45271984993931;7.53B;7.05%;1.25B;42.52%;1.00;42.06%;16.64%;46.31%;4.17B;155.24%;1.26;12.40%;2025-01-08;10:53:38 UTC;3.28;0.01;;;;;;;;;;;;;;;
NKE;72.09;+ 0.09;0.13;72.32;Consumer Non-Durables;Apparel/Footwear;79400;1964;www.nike.com;"71.98
73.44";"70.75
107.43";106.63B;106630000000.0;22.27;Mar 19, 2025;1.53;2024-12-01;2025-01-01;40;0.5;0.45;0.05;9;1.8389859897350533;120.0;66.45859342488555;92.0;27.618254959078925;57.0;-20.932168123179363;12.38B;7.53%;1.16B;26.30%;0.78;24.22%;9.40%;20.30%;920.00M;64.78%;0.86;0.15%;2025-01-08;10:53:38 UTC;3.36;0.01;;;;;;;;;;;;;;;
CB;268.76;+ 1.45;0.54;270.68;Finance;Property/Casualty Insurance;40000;1882;www.chubb.com;"267.45
271.78";"222.85
302.05";108.34B;108340000000.0;11.01;Jan 27, 2025;1.51;2024-12-12;2025-01-02;25;0.52;0.36;0.12;9;1.4188272064295286;349.0;29.855633278761722;299.5;11.437713945527612;268.0;-0.28278017562136887;15.05B;8.53%;2.32B;13.75%;5.70;15.07%;15.44%;4.81%;4.82B;4.48%;0.31;9.84%;2025-01-08;10:53:38 UTC;2.0;0.01;;;;;;;;;;;;;;;
UPS;124.98;+ 0.77;0.62;125.06;Transportation;Air Freight/Couriers;500000;1907;www.ups.com;"124.01
127.08";"122.01
161.48";106.65B;106650000000.0;18.9;Jan 29, 2025;4.12;2024-11-17;2024-12-04;32;0.53;0.38;0.09;3;1.3610049607937265;185.0;48.0236837894063;150.0;20.019203072491596;100.0;-19.987197951672268;22.21B;5.69%;1.54B;36.56%;1.80;37.04%;6.93%;29.21%;655.00M;30.61%;1.56;17.29%;2025-01-08;10:53:38 UTC;2.77;0.01;;;;;;;;;;;;;;;
ADI;215.87;- 2.13;-0.98;215.06;Electronic Technology;Semiconductors;24000;1965;www.analog.com;"214.30
220.28";"182.57
244.14";107.14B;107140000000.0;65.83;Feb 18, 2025;1.61;2024-12-08;2024-12-19;33;0.58;0.42;0.0;7;1.9167035715940148;295.0;36.6563209338954;255.0;18.126650298790935;212.1;-1.7464214573586;2.44B;13.16%;478.07M;58.18%;0.96;n/a;19.57%;6.64%;885.41M;42.89%;0.23;9.26%;2025-01-08;10:53:38 UTC;4.26;0.01;;;;;;;;;;;;;;;
MMC;209.98;+ 1.50;0.72;209.48;Finance;Insurance Brokers/Services;85000;1871;www.mmc.com;"209.07
211.95";"188.31
235.50";103.13B;103130000000.0;25.89;Jan 29, 2025;1.44;2024-10-03;2024-11-14;22;0.27;0.64;0.09;4;1.1063320316220595;259.0;23.34508048385561;233.5;11.201066768263649;212.0;0.9619963806076819;5.70B;5.85%;747.00M;2.33%;1.51;2.95%;13.11%;3.33%;1.84B;8.24%;1.08;21.03%;2025-01-08;10:53:38 UTC;3.12;0.01;;;;;;;;;;;;;;;
MDT;79.87;+ 0.03;0.04;80.18;Health Technology;Medical Specialties;95000;2014;www.medtronic.com;"79.74
81.07";"75.96
92.68";102.42B;102420000000.0;24.38;Feb 17, 2025;3.46;2024-12-26;2025-01-09;33;0.45;0.48;0.06;6;1.8735883310379364;109.0;36.47176662075873;95.0;18.94328283460623;82.0;2.6668336046074814;8.40B;5.25%;1.27B;39.60%;0.99;44.60%;15.10%;32.64%;554.00M;177.00%;0.58;19.85%;2025-01-08;10:53:38 UTC;2.48;0.01;;;;;;;;;;;;;;;
VRTX;408.32;+ 5.83;1.45;408.22;Health Technology;Pharmaceuticals: Major;5400;1989;www.vrtx.com;"401.54
410.81";"377.85
519.88";105.15B;105150000000.0;;Feb 10, 2025;;;;36;0.61;0.31;0.08;9;1.7571512539184952;602.0;47.4333855799373;540.0;32.24921630094044;325.0;-20.405564263322884;2.77B;11.86%;1.04B;0.98%;4.01;0.82%;37.67%;9.73%;1.30B;6.05%;0.11;141.57%;2025-01-08;10:53:38 UTC;2.04;0.01;;;;;;;;;;;;;;;
MU;101.91;+ 2.65;2.67;103.74;Electronic Technology;Semiconductors;48000;1978;www.micron.com;"101.16
106.74";"79.15
157.53";113.55B;113550000000.0;29.43;Mar 25, 2025;0.48;2024-12-29;2025-01-14;42;0.83;0.14;0.02;7;3.009434795407713;250.0;145.31449318025707;145.0;42.28240604454911;70.0;-31.311941909528013;8.71B;27.87%;1.87B;463.25%;1.67;248.57%;21.47%;182.23%;38.00M;90.40%;0.31;6.58%;2025-01-08;10:53:38 UTC;2.14;0.01;;;;;;;;;;;;;;;
